exam_id,condition_or_syndrome,diagnostic_target,when_to_use_structured,result_changes_management,management_link,evidence_source_primary,source_url_or_pubmed,LR_plus,LR_minus,evidence_tier,difficulty,time_burden_minutes,equipment_needed,care_setting,contraindications_or_limitations,retrieval_tags,actionability_score_seed,evidence_status,evidence_summary,last_reviewed
neuro_sensation_great_toes_proprioception,Neuropathy; dorsal column disease; ataxia,"sensory deficit, neuropathy, posterior column, or localization clue",Neuropathy; dorsal column disease; ataxia,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,Johns Hopkins neurological exam overview; Merck Manual weakness/neuro exam resources,https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,,,teaching_reference,low,1,penlight,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",ataxia;balance;dorsal_column_disease;falls;functional_status;great_toes;msk_exam;neuro;neuro_exam;neurologic_localization;neuropathy;pain;proprioception;sensation,8,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_reflexes_upper_extremity_biceps_reflex,Weakness; myelopathy; radiculopathy,upper versus lower motor neuron localization,Weakness; myelopathy; radiculopathy,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,Stanford Medicine 25 deep tendon reflex guide; Merck Manual reflex exam,https://stanfordmedicine25.stanford.edu/the25/tendon.html,,,teaching_reference,medium,2,reflex hammer or tongue blade,inpatient bedside; ED; clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",biceps_reflex;myelopathy;neuro;neuro_exam;neurologic_localization;radiculopathy;reflexes;upper_extremity;upper_motor_neuron;weakness,8,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_reflexes_upper_extremity_brachioradialis_reflex,Weakness; myelopathy; radiculopathy,upper versus lower motor neuron localization,Weakness; myelopathy; radiculopathy,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,2022 AHA/ACC/HFSA heart failure guideline and public vascular/edema review sources,https://www.jacc.org/doi/10.1016/j.jacc.2021.12.012,,,guideline,medium,2,reflex hammer or tongue blade,inpatient bedside; ED; clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",brachioradialis_reflex;functional_status;msk_exam;myelopathy;neuro;neuro_exam;neurologic_localization;pain;radiculopathy;reflexes;upper_extremity;upper_motor_neuron;weakness,8,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_reflexes_upper_extremity_triceps_reflex,Weakness; myelopathy; radiculopathy,upper versus lower motor neuron localization,Weakness; myelopathy; radiculopathy,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,Stanford Medicine 25 deep tendon reflex guide; Merck Manual reflex exam,https://stanfordmedicine25.stanford.edu/the25/tendon.html,,,teaching_reference,medium,2,reflex hammer or tongue blade,inpatient bedside; ED; clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",myelopathy;neuro;neuro_exam;neurologic_localization;radiculopathy;reflexes;triceps_reflex;upper_extremity;upper_motor_neuron;weakness,8,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_reflexes_lower_extremity_patellar_reflex,Weakness; myelopathy; radiculopathy,upper versus lower motor neuron localization,Weakness; myelopathy; radiculopathy,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,Stanford Medicine 25 deep tendon reflex guide; Merck Manual reflex exam,https://stanfordmedicine25.stanford.edu/the25/tendon.html,,,teaching_reference,medium,2,reflex hammer or tongue blade,inpatient bedside; ED; clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",lower_extremity;myelopathy;neuro;neuro_exam;neurologic_localization;patellar_reflex;radiculopathy;reflexes;upper_motor_neuron;weakness,8,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_reflexes_lower_extremity_achilles_reflex,Weakness; myelopathy; neuropathy,upper versus lower motor neuron localization,Weakness; myelopathy; neuropathy,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,Stanford Medicine 25 deep tendon reflex guide; Merck Manual reflex exam,https://stanfordmedicine25.stanford.edu/the25/tendon.html,,,teaching_reference,medium,2,reflex hammer or tongue blade,inpatient bedside; ED; clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",achilles_reflex;diabetes_foot;functional_status;lower_extremity;msk_exam;myelopathy;neuro;neuro_exam;neurologic_localization;neuropathy;pain;reflexes;upper_motor_neuron;vascular_screen;weakness,8,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_reflexes_lower_extremity_plantar_reflex_babinski_sign,Myelopathy; stroke; upper motor neuron concern,upper versus lower motor neuron localization,Myelopathy; stroke; upper motor neuron concern,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,Stanford Medicine 25 deep tendon reflex guide; Merck Manual reflex exam,https://stanfordmedicine25.stanford.edu/the25/tendon.html,,,teaching_reference,medium,2,reflex hammer or tongue blade,inpatient bedside; ED; clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",diabetes_foot;functional_status;lower_extremity;msk_exam;myelopathy;neuro;neuro_exam;neurologic_localization;pain;plantar_reflex_babinski_sign;reflexes;stroke;upper_motor_neuron;upper_motor_neuron_concern;vascular_screen,9,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_coordination_and_gait_upper_extremity_finger_to_nose,Ataxia; cerebellar disease; intoxication; stroke,"coordination, gait safety, cerebellar, vestibular, or proprioceptive pattern",Ataxia; cerebellar disease; intoxication; stroke,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,Stanford Medicine 25 cerebellar exam guide,https://stanfordmedicine25.stanford.edu/the25/cerebellar.html,,,teaching_reference,medium,2,none,inpatient bedside; ED; clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",ataxia;balance;cerebellar_disease;coordination_and_gait;falls;finger_to_nose;intoxication;neuro;neuro_exam;neurologic_localization;stroke;upper_extremity,9,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_coordination_and_gait_upper_extremity_rapid_alternating_movements,Ataxia; cerebellar disease,"coordination, gait safety, cerebellar, vestibular, or proprioceptive pattern",Ataxia; cerebellar disease,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,Stanford Medicine 25 cerebellar exam guide,https://stanfordmedicine25.stanford.edu/the25/cerebellar.html,,,teaching_reference,medium,2,none,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",ataxia;balance;cerebellar_disease;coordination_and_gait;falls;functional_status;msk_exam;neuro;neuro_exam;neurologic_localization;pain;rapid_alternating_movements;upper_extremity,9,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_coordination_and_gait_lower_extremity_heel_to_shin,Ataxia; cerebellar disease,"coordination, gait safety, cerebellar, vestibular, or proprioceptive pattern",Ataxia; cerebellar disease,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,Stanford Medicine 25 cerebellar exam guide,https://stanfordmedicine25.stanford.edu/the25/cerebellar.html,,,teaching_reference,medium,2,none,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",ataxia;balance;cerebellar_disease;coordination_and_gait;falls;functional_status;heel_to_shin;lower_extremity;msk_exam;neuro;neuro_exam;neurologic_localization;pain,9,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_coordination_and_gait_gait_gait,Falls; weakness; dizziness; neuro/MSK exam,"coordination, gait safety, cerebellar, vestibular, or proprioceptive pattern",Falls; weakness; dizziness; neuro/MSK exam,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,Stanford Medicine 25 gait abnormalities guide,https://stanfordmedicine25.stanford.edu/the25/gait.html,,,teaching_reference,medium,2,none,inpatient bedside; ED; clinic,"Guard closely; avoid unsupported testing when fall risk, severe weakness, or unsafe standing.",ataxia;balance;coordination_and_gait;dizziness;falls;functional_status;gait;msk_exam;neuro;neuro_exam;neuro_msk_exam;neurologic_localization;pain;weakness,9,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_coordination_and_gait_gait_toe_walking,Radiculopathy; weakness; gait exam,"coordination, gait safety, cerebellar, vestibular, or proprioceptive pattern",Radiculopathy; weakness; gait exam,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,,,,,insufficient_public_evidence,medium,2,none,inpatient bedside; ED; clinic,"Guard closely; avoid unsupported testing when fall risk, severe weakness, or unsafe standing.",ataxia;balance;coordination_and_gait;falls;gait;gait_exam;neuro;neuro_exam;neurologic_localization;radiculopathy;toe_walking;weakness,9,pending,,
neuro_coordination_and_gait_gait_heel_walking,Foot drop; radiculopathy; gait exam,"coordination, gait safety, cerebellar, vestibular, or proprioceptive pattern",Foot drop; radiculopathy; gait exam,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,,,,,insufficient_public_evidence,medium,2,none,inpatient bedside; outpatient clinic,"Guard closely; avoid unsupported testing when fall risk, severe weakness, or unsafe standing.",ataxia;balance;coordination_and_gait;diabetes_foot;falls;foot_drop;functional_status;gait;gait_exam;heel_walking;msk_exam;neuro;neuro_exam;neurologic_localization;pain;radiculopathy;vascular_screen,9,pending,,
neuro_coordination_and_gait_gait_heel_to_toe_tandem_gait,Ataxia; falls; intoxication; neuro exam,"coordination, gait safety, cerebellar, vestibular, or proprioceptive pattern",Ataxia; falls; intoxication; neuro exam,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,,,,,insufficient_public_evidence,medium,2,none,inpatient bedside; outpatient clinic,"Guard closely; avoid unsupported testing when fall risk, severe weakness, or unsafe standing.",ataxia;balance;coordination_and_gait;diabetes_foot;falls;functional_status;gait;heel_to_toe_tandem_gait;intoxication;msk_exam;neuro;neuro_exam;neurologic_localization;pain;vascular_screen,9,pending,,
neuro_coordination_and_gait_balance_romberg,Sensory ataxia; neuropathy; balance concern,"coordination, gait safety, cerebellar, vestibular, or proprioceptive pattern",Sensory ataxia; neuropathy; balance concern,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,Stanford Medicine 25 cerebellar exam guide,https://stanfordmedicine25.stanford.edu/the25/cerebellar.html,,,teaching_reference,medium,2,none,inpatient bedside; outpatient clinic,"Guard closely; avoid unsupported testing when fall risk, severe weakness, or unsafe standing.",ataxia;balance;balance_concern;coordination_and_gait;falls;neuro;neuro_exam;neurologic_localization;neuropathy;romberg;sensory_ataxia,9,public_lr_unavailable,Public neuro-exam references support this maneuver for localization and bedside safety decisions; no diagnostic LR is assigned.,2026-06-06
neuro_hearing_interpretation_cn_viii_rinne_normal_interpretation,When Rinne performed,Air conduction benefits from tympanic membrane and ossicle amplification and broader frequency range,When Rinne performed,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",,,,,,insufficient_public_evidence,medium,2,128 Hz tuning fork,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",cn_viii;hearing_interpretation;neuro;neuro_exam;neurologic_localization;rinne_normal_interpretation;when_rinne_performed,6,pending,,
neuro_hearing_interpretation_cn_viii_rinne_conductive_loss_interpretation,Hearing loss evaluation,"Bone conduction bypasses conductive block such as wax, fluid, or ossicle problem",Hearing loss evaluation,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",,,,,,insufficient_public_evidence,medium,2,128 Hz tuning fork,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",cn_viii;hearing_interpretation;hearing_loss_evaluation;neuro;neuro_exam;neurologic_localization;rinne_conductive_loss_interpretation,6,pending,,
neuro_hearing_interpretation_cn_viii_weber_normal_interpretation,When Weber performed,"sensory deficit, neuropathy, posterior column, or localization clue",When Weber performed,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",,,,,,insufficient_public_evidence,medium,2,128 Hz tuning fork,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",cn_viii;hearing_interpretation;neuro;neuro_exam;neurologic_localization;weber_normal_interpretation;when_weber_performed,6,pending,,
neuro_hearing_interpretation_cn_viii_weber_conductive_loss_interpretation,Hearing loss evaluation,Less ambient sound and altered tympanic membrane tension can make bone-conducted sound clearer,Hearing loss evaluation,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",,,,,,insufficient_public_evidence,medium,2,128 Hz tuning fork,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",cn_viii;hearing_interpretation;hearing_loss_evaluation;heent_exam;neuro;neuro_exam;neurologic_localization;weber_conductive_loss_interpretation,6,pending,,
neuro_hearing_interpretation_cn_viii_weber_sensorineural_loss_interpretation,Hearing loss evaluation,Damaged cochlea or auditory nerve detects both air and bone conduction poorly,Hearing loss evaluation,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",,,,,,insufficient_public_evidence,medium,2,128 Hz tuning fork,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",cn_viii;hearing_interpretation;hearing_loss_evaluation;heent_exam;neuro;neuro_exam;neurologic_localization;weber_sensorineural_loss_interpretation,6,pending,,
heent_head_scalp_scalp_inspection_and_palpation,Headache; trauma; HEENT exam,"joint, soft-tissue, tenderness, range-of-motion, or functional limitation clue",Headache; trauma; HEENT exam,"Focal musculoskeletal findings can change imaging threshold, immobilization, activity restriction, infection/inflammatory concern, specialist referral, or follow-up urgency.",,,,,,insufficient_public_evidence,low,1.5,none,inpatient bedside; outpatient clinic,"Palpate gently; stop if marked pain, airway concern, skin breakdown, trauma concern, or patient preference limits the exam.",head;headache;heent;heent_exam;scalp;scalp_inspection_and_palpation;trauma,5,pending,,
heent_eyes_eyes_inspect_sclerae_and_conjunctivae,HEENT; anemia; jaundice; eye symptoms,"Screens anemia, jaundice, conjunctivitis",HEENT; anemia; jaundice; eye symptoms,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",,,,,,insufficient_public_evidence,low,1,none,inpatient bedside; outpatient clinic,Limit bright light if severe photophobia or ocular injury; interpret cautiously after eye drops or ocular procedures.,anemia;cranial_nerve_exam;eye_symptoms;eyes;heent;heent_exam;inspect_sclerae_and_conjunctivae;jaundice;stroke,6,pending,,
heent_eyes_eyes_ophthalmoscope_red_reflex_fundus,Vision symptoms; diabetes; hypertension; neuro/HEENT exam,upper versus lower motor neuron localization,Vision symptoms; diabetes; hypertension; neuro/HEENT exam,"New focal neurologic findings can prompt urgent localization, stroke/neuro escalation, fall precautions, imaging review, or therapy planning.",https://www.hopkinsmedicine.org/health/conditions-and-diseases/neurological-exam,,,,,insufficient_public_evidence,medium,2,penlight; reflex hammer or tongue blade; ophthalmoscope,inpatient bedside; outpatient clinic,Limit bright light if severe photophobia or ocular injury; interpret cautiously after eye drops or ocular procedures.,cranial_nerve_exam;diabetes;diabetes_foot;eyes;functional_status;heent;heent_exam;hypertension;msk_exam;myelopathy;neuro_exam;neuro_heent_exam;neurologic_localization;ophthalmoscope_red_reflex_fundus;pain;stroke;upper_motor_neuron;vascular_screen;vision_symptoms,8,pending,,
heent_ears_external_ears_inspect_external_ears,Ear symptoms; HEENT exam,Screens external ear pathology,Ear symptoms; HEENT exam,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",,,,,,insufficient_public_evidence,low,1,none,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",ear_symptoms;ears;external_ears;heent;heent_exam;inspect_external_ears,6,pending,,
heent_ears_ear_canals_and_tms_ear_otoscope,Ear pain; hearing loss; infection,Screens ear canal and tympanic membrane,Ear pain; hearing loss; infection,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1,otoscope,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",ear_canals_and_tms;ear_otoscope;ear_pain;ears;functional_status;hearing_loss;heent;heent_exam;infection;msk_exam;pain;pneumonia;sepsis,6,pending,,
heent_nose_nares_nose_otoscope,Nasal symptoms; URI; epistaxis,Screens nasal mucosa and obstruction,Nasal symptoms; URI; epistaxis,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",,,,,,insufficient_public_evidence,low,1,otoscope,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",epistaxis;heent;heent_exam;nares;nasal_symptoms;nose;nose_otoscope;uri,6,pending,,
heent_nose_sinuses_frontal_and_maxillary_sinus_palpation,Sinus symptoms; headache; URI,"joint, soft-tissue, tenderness, range-of-motion, or functional limitation clue",Sinus symptoms; headache; URI,"Focal musculoskeletal findings can change imaging threshold, immobilization, activity restriction, infection/inflammatory concern, specialist referral, or follow-up urgency.",,,,,,insufficient_public_evidence,low,1.5,none,inpatient bedside; outpatient clinic,"Palpate gently; stop if marked pain, airway concern, skin breakdown, trauma concern, or patient preference limits the exam.",cranial_nerve_exam;frontal_and_maxillary_sinus_palpation;headache;heent;heent_exam;nose;sinus_symptoms;sinuses;stroke;uri,6,pending,,
heent_mouth_mouth_inspect_mouth,HEENT; dehydration; infection; oral symptoms,Screens oral cavity,HEENT; dehydration; infection; oral symptoms,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1,penlight,inpatient bedside; outpatient clinic,"Use a clean light and tongue blade when needed; stop if gagging, trismus, airway concern, severe pain, or patient preference limits the exam.",cranial_nerve_exam;dehydration;heent;heent_exam;infection;inspect_mouth;mouth;oral_symptoms;pneumonia;sepsis;stroke,6,pending,,
heent_mouth_oropharynx_inspect_oropharynx,Sore throat; infection; airway concerns,Screens pharyngeal/tonsillar pathology,Sore throat; infection; airway concerns,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1,penlight,inpatient bedside; outpatient clinic,"Use a clean light and tongue blade when needed; stop if gagging, trismus, airway concern, severe pain, or patient preference limits the exam.",airway_concerns;cranial_nerve_exam;heent;heent_exam;infection;inspect_oropharynx;mouth;oropharynx;pneumonia;sepsis;sore_throat;stroke,6,pending,,
heent_lymph_nodes_and_thyroid_lymph_nodes_preauricular_lymph_nodes,HEENT infection; malignancy concern,Screens regional lymph nodes,HEENT infection; malignancy concern,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1,none,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",endocrine;heent;heent_exam;heent_infection;infection;lymph_nodes;lymph_nodes_and_thyroid;malignancy_concern;pneumonia;preauricular_lymph_nodes;sepsis;thyroid_disease,6,pending,,
heent_lymph_nodes_and_thyroid_lymph_nodes_posterior_auricular_lymph_nodes,HEENT infection,Screens regional lymph nodes,HEENT infection,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1.5,none,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",endocrine;heent;heent_exam;heent_infection;infection;lymph_nodes;lymph_nodes_and_thyroid;pneumonia;posterior_auricular_lymph_nodes;sepsis;thyroid_disease,6,pending,,
heent_lymph_nodes_and_thyroid_lymph_nodes_occipital_lymph_nodes,Scalp infection; HEENT exam,Screens regional lymph nodes,Scalp infection; HEENT exam,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1.5,none,inpatient bedside; outpatient clinic,"Palpate gently; stop if marked pain, airway concern, skin breakdown, trauma concern, or patient preference limits the exam.",endocrine;heent;heent_exam;infection;lymph_nodes;lymph_nodes_and_thyroid;occipital_lymph_nodes;pneumonia;scalp_infection;sepsis;thyroid_disease,6,pending,,
heent_lymph_nodes_and_thyroid_lymph_nodes_tonsillar_lymph_nodes,Throat infection; HEENT exam,Screens regional lymph nodes,Throat infection; HEENT exam,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1.5,none,inpatient bedside; outpatient clinic,"Use a clean light and tongue blade when needed; stop if gagging, trismus, airway concern, severe pain, or patient preference limits the exam.",endocrine;heent;heent_exam;infection;lymph_nodes;lymph_nodes_and_thyroid;pneumonia;sepsis;throat_infection;thyroid_disease;tonsillar_lymph_nodes,6,pending,,
heent_lymph_nodes_and_thyroid_lymph_nodes_submandibular_lymph_nodes,Oral/throat infection; HEENT exam,Screens regional lymph nodes,Oral/throat infection; HEENT exam,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1.5,none,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",endocrine;heent;heent_exam;infection;lymph_nodes;lymph_nodes_and_thyroid;oral_throat_infection;pneumonia;sepsis;submandibular_lymph_nodes;thyroid_disease,6,pending,,
heent_lymph_nodes_and_thyroid_lymph_nodes_submental_lymph_nodes,Oral infection; HEENT exam,Screens regional lymph nodes,Oral infection; HEENT exam,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1.5,none,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",endocrine;heent;heent_exam;infection;lymph_nodes;lymph_nodes_and_thyroid;oral_infection;pneumonia;sepsis;submental_lymph_nodes;thyroid_disease,6,pending,,
heent_lymph_nodes_and_thyroid_lymph_nodes_anterior_cervical_lymph_nodes,Infection; malignancy; HEENT exam,Screens cervical nodes,Infection; malignancy; HEENT exam,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1.5,none,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",anterior_cervical_lymph_nodes;endocrine;heent;heent_exam;infection;lymph_nodes;lymph_nodes_and_thyroid;malignancy;pneumonia;sepsis;thyroid_disease,6,pending,,
heent_lymph_nodes_and_thyroid_lymph_nodes_posterior_cervical_lymph_nodes,Infection; malignancy; HEENT exam,Screens cervical nodes,Infection; malignancy; HEENT exam,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1.5,none,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",endocrine;heent;heent_exam;infection;lymph_nodes;lymph_nodes_and_thyroid;malignancy;pneumonia;posterior_cervical_lymph_nodes;sepsis;thyroid_disease,6,pending,,
heent_lymph_nodes_and_thyroid_lymph_nodes_supraclavicular_lymph_nodes,Malignancy/infection concern; HEENT exam,Screens supraclavicular nodes,Malignancy/infection concern; HEENT exam,"Abnormal or changed findings improve focused bedside documentation and can prompt targeted reassessment, diagnostics, or escalation in context.",https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021,,,,,insufficient_public_evidence,low,1.5,none,inpatient bedside; outpatient clinic,"Interpret in clinical context; patient cooperation, pain, body habitus, positioning, and examiner skill may limit reliability.",endocrine;heent;heent_exam;infection;lymph_nodes;lymph_nodes_and_thyroid;malignancy_infection_concern;pneumonia;sepsis;supraclavicular_lymph_nodes;thyroid_disease,6,pending,,
